x-axis,1,2
second,Volt,Volt
-499.9999E-06,+5.1192462891E+00,+4.3833657205E+00
-499.4999E-06,+5.2687437777E+00,+4.3833657205E+00
-498.9999E-06,+5.3202513158E+00,+4.3833657205E+00
-498.4999E-06,+5.3202513158E+00,+4.3833657205E+00
-497.9999E-06,+5.5200000611E+00,+4.3833657205E+00
-497.4999E-06,+5.4697488044E+00,+4.3833657205E+00
-496.9999E-06,+5.5212563425E+00,+4.1848732566E+00
-496.4999E-06,+5.6732663940E+00,+3.9813556671E+00
-495.9999E-06,+5.5212563425E+00,+3.9813556671E+00
-495.4999E-06,+5.7222613692E+00,+3.9813556671E+00
-494.9999E-06,+5.8240201640E+00,+3.9813556671E+00
-494.4999E-06,+5.9232663959E+00,+3.9813556671E+00
-493.9999E-06,+5.9232663959E+00,+3.5793456137E+00
-493.4999E-06,+6.0727638845E+00,+3.5793456137E+00
-492.9999E-06,+6.0225126279E+00,+3.5793456137E+00
-492.4999E-06,+5.9722613712E+00,+3.4813556632E+00
-491.9999E-06,+6.1242714226E+00,+3.5793456137E+00
-491.4999E-06,+6.3252764493E+00,+3.5793456137E+00
-490.9999E-06,+6.3252764493E+00,+3.5793456137E+00
-490.4999E-06,+6.3252764493E+00,+3.2753255109E+00
-489.9999E-06,+6.5250251946E+00,+3.1798481231E+00
-489.4999E-06,+6.5262814760E+00,+3.0743204842E+00
-488.9999E-06,+6.5262814760E+00,+3.1773355603E+00
-488.4999E-06,+6.5262814760E+00,+3.1773355603E+00
-487.9999E-06,+6.7260302213E+00,+3.1773355603E+00
-487.4999E-06,+6.5262814760E+00,+2.7753255069E+00
-486.9999E-06,+6.7272865027E+00,+3.1773355603E+00
-486.4999E-06,+6.7272865027E+00,+2.7753255069E+00
-485.9999E-06,+6.7272865027E+00,+2.7753255069E+00
-485.4999E-06,+6.7272865027E+00,+3.0743204842E+00
-484.9999E-06,+6.8265327347E+00,+2.7753255069E+00
-484.4999E-06,+6.9282915294E+00,+2.7753255069E+00
-483.9999E-06,+6.9282915294E+00,+2.7753255069E+00
-483.4999E-06,+6.9797990675E+00,+2.7753255069E+00
-482.9999E-06,+7.0275377614E+00,+2.7753255069E+00
-482.4999E-06,+6.9282915294E+00,+2.7753255069E+00
-481.9999E-06,+6.9295478108E+00,+2.7753255069E+00
-481.4999E-06,+7.1292965561E+00,+2.6723104308E+00
-480.9999E-06,+7.1292965561E+00,+2.5718079174E+00
-480.4999E-06,+7.1292965561E+00,+2.7753255069E+00
-479.9999E-06,+7.1292965561E+00,+2.7753255069E+00
